wallet_address,credit_score,cluster,transaction_count,liquidation_count,repayment_consistency_ratio,collateral_health_score
0x2923be587904f3034ffab36c86c495df3c21bc97,100,0,28,0,0.0,100.0
0x09cdd1ec94503878479e472cfb3573e145370a86,100,0,4,0,0.0,100.0
0xffd82f197d441201cbcf4a507d11f0efe8aa091a,100,0,3,0,0.0,100.0
0xb3eb6120f5c03e71dc5fbffef7bd6b7f71b22772,100,0,4,0,0.0,100.0
0x1a01ea6f99123f161554ae7d489976fb95d0309b,100,0,20,0,0.0,100.0
0x644239848c7b402d813295893db428aae7cc4cb5,100,0,40,0,1.6,100.0
0xec8e446c52f2d4ac9048aff1813c636ac8334fc9,100,1,191,0,0.7538461538461538,100.0
0x095e5d0fa083bf92f09e590c899aa962dd1bb5c7,100,0,5,0,0.0,100.0
0xdbc9454541a32fc0cc1b76cfc674a76aab6233a9,100,1,142,0,1.0789473684210527,100.0
0x64ae361c1c55f61a02d2c67a4c78457d5169ac56,100,1,67,0,0.8695652173913043,100.0
0xae5fb390e5c4fa1962e39e98dbfb0ed8055ed7a9,100,0,7,0,0.0,100.0
0x90eebf17ddf3c8ff2d096bc9fe0905cb2bd3d81f,100,0,3,0,0.0,100.0
0x436266c46e2c2e7c8546573d72d51b96652ad76d,100,0,10,0,0.0,100.0
0x6c70e3563cef0c6835703bb2664c9f59a92353e4,100,0,4,0,0.0,100.0
0x7060380f1f31ec257fb69dd4ec52c2ccc07c31d6,100,0,26,0,0.0,100.0
0x27b69c405d6c58f5dd83ef7e117355a4942014bd,100,0,13,0,1.0,100.0
0x7c76f4db70b7e2177de10de3e2f668dadcd11108,100,0,7,0,0.0,100.0
0x9fd31424cfceab50218906bc1b3d87fe7778ca61,100,1,120,0,0.0,100.0
0xe6c58978d013b757eb315bd6fd776bee2ee2b63c,100,0,4,0,0.0,100.0
0xcc98bdc61f62f09167670399110074d2eca72bdc,100,0,8,0,0.0,100.0
0xf1c2e041ab05d5330c43d974a1278d17f15d46fb,100,0,7,0,0.0,100.0
0x9792e20ebef1c51f9cd6331af8875eb49c78ef0b,100,0,6,0,0.0,100.0
0xd3293cbdb67c4fa6dfd4661c10f11d5b9ea9bcd8,100,0,12,0,0.0,100.0
0xd19604efb40ece1efd6df5de6d3892112b51e99a,100,1,47,0,0.8333333333333334,100.0
0x9dfac9bbe1119da5dcdd7b095db40920cde878ef,100,1,57,0,0.5625,100.0
0x80cbe79db5cba89d98b751d706f76b7980176293,100,0,6,0,0.0,100.0
0xe99b1148e185d2b8e4e901f60c0230696d3fde2a,100,0,7,0,1.0,100.0
0xd2af6eabb0c2f33e3cdc883aff75e29e9470756d,100,0,3,0,0.0,100.0
0x34456a0a60af4afd40b20430e19bae1f3338504f,100,0,17,0,1.0,100.0
0x8c40598633b68bcae91fa3199b5421c65c8cf82c,100,0,4,0,0.0,100.0
0x8ee78521568142ad68814a92a15360ceb6e939e6,100,0,3,0,0.0,100.0
0xfeff33456de40aa9ffc85b796cb731b91ea6eb04,100,0,14,0,0.0,100.0
0x5d041980e76e766c0b8ca414c4244e75942ccbf2,100,0,10,0,0.0,100.0
0x81da4f0bcea8d330d790da28bf5349d29ad51fda,100,1,129,0,0.9433962264150944,100.0
0xb9e5436ccbc77b8c25a3fdb53273cfde1e85990a,100,0,8,0,1.0,100.0
0xa733de1720caf66eac592adea2d00c6109494e9e,100,0,6,0,1.0,100.0
0x1ee5d92751c7141798b399dffa49e41591bf3caf,100,0,11,0,0.0,100.0
0x32c6b5db05b98907a29baeb7d09c79c95498b17a,100,0,6,0,0.0,100.0
0x937a00b56f3fe79909306d72292b965a00fe3406,100,0,7,0,0.0,100.0
0xbe746b3639af3d3f3a743318f11ce4073e71f42d,100,0,7,0,0.5,100.0
0x57bf61b835a8a49fe51aa4614f774d9f01bdda73,100,0,7,0,0.0,100.0
0x8c8c042d338ccfd99ee5a7c9398450554d59e372,100,0,6,0,0.0,100.0
0x856c63f6a02c1e175e36839ed262ee4e85e78a22,100,0,6,0,0.0,100.0
0xa17f75c6d52951699350f308d1220e2dca7b4cda,100,1,82,0,0.0,100.0
0xa574c53d63550e535c8b78f0e2a33bbe3c56ef2b,100,0,5,0,2.0,100.0
0x7225ac33941112883620212d651714c1e4aea0e0,100,0,4,0,0.0,100.0
0xc2351c961181ecd4e682857224e873ebbf956fde,100,0,30,0,0.0,100.0
0x06c53e7b9de5e016825fd04bf5e6538137174091,100,0,4,0,0.0,100.0
0x3ee505ba316879d246a8fd2b3d7ee63b51b44fab,100,0,18,0,0.5714285714285714,100.0
0x5424290830e5a379e90050b15673d6ca7a9c5430,100,0,5,0,0.0,100.0
0x1bffafe206cfab42b23dad63cf0b603a673deb64,100,0,4,0,0.0,100.0
0xcf23abf7047685fb020ea16ee4feea3a195edcff,100,0,13,0,1.5,100.0
0x24e8bb6a37774d8a0187e196beb29601ed5920bf,100,0,12,0,1.25,100.0
0x0e0ec712b3912b5601216455a158cf18152cb62a,100,1,191,0,0.6274509803921569,100.0
0xd7925984736824b4aecf8301c9aee211cd976494,100,0,20,0,0.625,100.0
0xb188ee1daca51ce6b58ccf8a81ce4025a714bc73,100,0,4,0,0.0,100.0
0x3a804a720a6c62b42867746afede4b107ecac072,100,0,8,0,0.0,100.0
0xdcfcbd0ee537882be942477c0955b97ff1903320,100,0,9,0,0.0,100.0
0x906b7192d8659994eb902feb994fd68d64f04fc6,100,0,3,0,0.0,100.0
0x0c8f904694c9017270e5915a399f96185b6dc47f,100,0,3,0,0.0,100.0
0x890a41bffc0213e479cf470dcdfebe413cce3389,100,0,4,0,0.0,100.0
0xf9f2abcc9df889794b60f0791a784f5a97d32920,100,0,5,0,0.0,100.0
0xc15792b8578fc26c10de7f88191ecff579151866,100,0,15,0,0.0,100.0
0x009b56330ae5ec5042b9ca46ddb3043cc0d006f3,100,0,20,0,2.5,100.0
0xd18a54f89603fe4301b29ef6a8ab11b9ba24f139,100,0,15,0,0.0,100.0
0xa2382d2c0f5c3eab3015827e6be407e53f5876a0,100,0,16,0,0.0,100.0
0x5b8c29115efc3a70b154960740ce7a6956f3a45a,100,0,11,0,0.0,100.0
0xae3c67b8aa12e458f2b4eafc0e9209710582c9d3,100,0,22,0,1.3333333333333333,100.0
0x42cf8223c8fb904c2566528db8f70e6baada2329,100,0,4,0,0.0,100.0
0xe80d953d0b4f2931549473e803c95f559b6ea58e,100,0,43,0,0.9166666666666666,100.0
0xfe1bcd4fae7d1f04a744aa51d2cf4efd5277762f,100,0,12,0,0.0,100.0
0x9e64b47bbdb9c1f7b599f11987b84c416c0c4110,100,0,18,0,0.0625,100.0
0xa5c3a513645a9a00cb561fed40438e9dfe0d6a69,100,1,80,0,0.6785714285714286,100.0
0xf1a54014d7a4e3c5179579b050a0a0a036a158b0,100,0,3,0,0.0,100.0
0xa8560117ccbe413074c420f3fa83f842b65e0999,100,0,15,0,0.0,100.0
0x57abba3830751b3f5023710c5fb6c64405270366,100,0,4,0,0.0,100.0
0x970991bdd61aed3c2cf91e9bf6944960561dbcf5,100,0,10,0,0.0,100.0
0xe8324c980791df99215b4e337d1dee5f5c0988a8,100,0,8,0,0.0,100.0
0x6a8ff90e596e037b2ded3881c19ab4fd1727a0c8,100,0,24,0,0.0,100.0
0x4defa30195094963cfac7285d8d6e6e523c7f90d,100,0,16,0,0.0,100.0
0x7284a8451d9a0e7dc62b3a71c0593ea2ec5c5638,100,0,20,0,0.42857142857142855,100.0
0x764a81d1dd7b0691b918f09746fc42ef59609a3f,100,0,3,0,0.0,100.0
0x33784dbf0433530d4badd39baef04f98d0c0de94,100,0,3,0,0.0,100.0
0x77feecc45fa31f2639d4c1cee0ccbf138387d79b,100,0,5,0,1.0,100.0
0x740ed6d02e273fe0f46c997f6d894b8e26ddf757,100,0,3,0,0.0,100.0
0xc25c0092307a5b8afd8a4bd01351a92579040951,100,0,7,0,0.0,100.0
0x1c27590d3cfc7115eb8b35b1ab26d6cbc98a3906,100,0,5,0,0.0,100.0
0xac79d6385ee06048665d619e63840d1168afa7e6,100,0,6,0,2.0,100.0
0x9389d9e95f8d409b1e6ca7085f0ada92e546ee5f,100,0,8,0,0.0,100.0
0xbe808ea4b07c96f770d221871331fd2ccbab4853,100,0,45,0,0.0,100.0
0x35e283f461a9ca2e3a5765e72815c8d1dcb66ad6,100,0,11,0,2.0,100.0
0x9640a35e5345cb0639c4dd0593567f9334ffeb8a,100,0,20,0,0.0,100.0
0xc9e7a40b20e2b10b3619109a74e9e6ef17c31299,100,0,12,0,0.0,100.0
0x7cf6f36854c21758868ff0af84310546499135f0,100,0,7,0,0.0,100.0
0xb9ed3a2b35396e960af7a812d330726678795d29,100,0,4,0,0.0,100.0
0x1f9a1d61fbba4170451726e1a332de94e5afef8c,100,0,24,0,0.0,100.0
0xf5e23e86ec9f6667b492a7b8196395278fc7b482,100,0,8,0,0.0,100.0
0xf73dc742b6ca210a153ea556ca79b6a7ebbeaaeb,100,0,9,0,0.0,100.0
0xb678853c57b94da8e6ffbf0e792e9c31788d84a2,100,0,27,0,0.5,100.0
0xbc8dafeaca658ae0857c80d8aa6de4d487577c63,100,0,4,0,0.0,100.0
0xbb1e599e15f2bf248732ef060cadffeb6363cc4c,100,0,9,0,0.0,100.0
0x0d5926184e886db1a736d88f0fb257be3f99ebd5,100,1,54,0,1.05,100.0
0x849f17c54d6dda08162ef328131048d95b9b2c71,100,0,8,0,1.0,100.0
0xe07e487d5a5e1098bbb4d259dac5ef83ae273f4e,100,0,22,0,0.5,100.0
0x1fcfd25b25ccead63665cf867f4f7cba3e75de64,100,0,30,0,0.0,100.0
0xd918fe4229e53ecbf53de43c2a5b5e3aa735c341,100,0,6,0,1.0,100.0
0xe20ee1d250c8d3e0bd140306121001bfdc7a1201,100,1,44,0,1.3333333333333333,100.0
0x2fa1859029a483defbb664bb6026d682f55e2fcd,100,0,11,0,0.0,100.0
0xd21e9a1471b65465166e99832ade5bd1e3a85c9e,100,0,6,0,0.0,100.0
0xc38fe630dd7b1de5a95a860871e75329d9c4e5a2,100,0,8,0,0.0,100.0
0x121667b6690f5040c672c3df912a5aaf8735ca23,100,1,104,0,1.4705882352941178,100.0
0xb825beb4ea6ea1285bb68f7cdafab6ba8bae6dc2,100,0,23,0,0.0,100.0
0x3fee16929e1d083dade5da1b66b070dc438cd7f4,100,0,4,0,0.0,100.0
0x1cf6437111a85cb37603650f278b80655a1c43e9,100,0,5,0,0.0,100.0
0x66215d23b8a247c80c2d1b7bef4befc2ab384bce,100,0,9,0,2.0,100.0
0x74c4623d7609f3eb2665ad32ff96b44856b6051b,100,0,17,0,0.0,100.0
0x1e60ae150f10a3a1881d17a9f749595030897ce9,100,0,20,0,0.2,100.0
0x285306442cd985cab2c30515cfdab106fca7bc44,100,0,31,0,1.0,100.0
0x84f10948e7e8c26dfaff67662d2168147c3d719c,100,0,19,0,0.0,100.0
0xcaba1a66f0049ab97256d75eeb48d540a7a1f8ff,100,0,15,0,0.5,100.0
0x1057bea69c9add11c6e3de296866aff98366cfe3,100,0,3,0,0.0,100.0
0x53c19cf633c65adb9748f884dbd84bd4eded3fba,100,0,12,0,0.0,100.0
0xd527c56dc2ac6a71f04242548039d07006e9103e,100,1,100,0,1.2,100.0
0x686d0b9d00ce38533f6fb009cab058757f37a904,100,0,3,0,0.0,100.0
0xabe65a54b5b5db177434ef4a84cf4b1512449e0c,100,0,14,0,0.0,100.0
0xc610ac3017b833337d2e68255855436d3e0ff114,100,0,4,0,0.0,100.0
0xa900f41187fffa3524ba8243cd1570bcb338f710,100,0,8,0,0.0,100.0
0xc6654898d96e97199a8d14e534fe92dd6b2674bd,100,0,3,0,0.0,100.0
0xd3d555bb655acba9452bfc6d7cea8cc7b3628c55,100,1,48,0,1.1111111111111112,100.0
0x697c62503e0e2767741f55ba8a7d62fd78718444,100,0,25,0,0.0,100.0
0xa8696af071914351810dd5abb03bc938cea2830f,100,0,12,0,0.0,100.0
0x7044a3e6bf3baf4f0d2f8884a2ee4e2d838f8902,100,0,28,0,0.47058823529411764,100.0
0xa7615cd307f323172331865181dc8b80a2834324,100,0,35,0,0.8888888888888888,100.0
0x9eb7fa865937d1e92a1c1d10ccb5240757e93227,100,0,7,0,0.0,100.0
0xca4a4e011bdeb6e5cbc229b882ee20ad3231096a,100,0,9,0,0.0,100.0
0xd6390178b2002a0758e8b3486fddc1c4bc23ebe1,100,1,191,0,0.8409090909090909,100.0
0x2ee0b86ae26a615ab18958a65553f5d6498cfe98,100,0,8,0,0.0,100.0
0xd0696dc76308ffbc3b56eb8cd6e598f01e270f41,100,0,4,0,0.0,100.0
0xd2925983502b2f849c96dbe449179e8b09d8c6a7,100,0,18,0,0.0,100.0
0x7345c51439d1c84949f56a6ad0ecdf3f3f1d2be2,100,0,11,0,0.0,100.0
0x1471e9d07ceb8f747a2d3467e92f76f441418a22,100,0,6,0,0.0,100.0
0x0baf7b79f9174c0840aa93a93a2c2a81044a09a2,100,0,14,0,0.0,100.0
0x9c59990ec0177d87ed7d60a56f584e6b06c639a2,100,0,4,0,0.0,100.0
0x1bdb1783505f626a55a5e3dd3e366df1cd69c055,100,0,4,0,0.0,100.0
0x312bb0fd25fea8fd6da8fab80c36152975833a55,100,0,10,0,0.0,100.0
0xea398010f27e03b33cb022d076a41978561e845d,100,0,17,0,1.5,100.0
0xd047b65f54f4aa8eae6bb9f3d9d5d126fe722b9f,100,0,8,0,0.0,100.0
0x7a75da34c346f244e54fa2f71b25560efb1f9b20,100,0,6,0,0.0,100.0
0xd998171b51dede5bb420228f8ca6e349daf0fd62,100,0,43,0,0.7142857142857143,100.0
0xe10fcdba98afebd0f2296a2c451034d4ca6d9079,100,0,5,0,1.0,100.0
0x28552ea8b232fc63d6ce69692d8a723efc5d4502,100,0,8,0,1.0,100.0
0xa4a0ec379f72fa5e1c7d7df29a40d74e4346f398,100,0,5,0,0.0,100.0
0x1a6db538813dbfa63e1f19f8804447187b7d401d,100,0,5,0,1.0,100.0
0x8f46901fc234cd942b88e6056ea58226207f4ca5,100,0,5,0,0.5,100.0
0x985c0748a95d30ba0585dbc33c4c366a56be8ed3,100,0,42,0,3.3333333333333335,100.0
0x55b5c9a8bb1011f3425838e46329edcb76702f47,100,0,3,0,0.0,100.0
0x4f28ce380aa718310700f673d96e8eeb8b679856,100,0,3,0,0.0,100.0
0x28d59e2e8d87b4b272a75b384f6f593a41b4df4a,100,0,5,0,0.0,100.0
0xa59073c0e036edbdb5dc4e88f42bd9b32d6e968b,100,0,31,0,0.2,100.0
0x56ff547bc979402a08218c94da0d3682f47f8511,100,0,5,0,0.0,100.0
0x16a9f22a182bffc81a19a100da0e762b017933f8,100,0,4,0,1.0,100.0
0x9a31ec2df5d42aa0537ff845b01512112d94a7a4,100,0,8,0,0.0,100.0
0xc7bde5d00c8e0255b6a262a16fd7d5533e436e0c,100,0,3,0,0.0,100.0
0x1960d38799b4ca8677c27f9f4587380913a3ce54,100,0,16,0,1.0,100.0
0x98f365b8215189f547e0f77d84af1a2cb0820c72,100,0,15,0,0.0,100.0
0x900a30257db838d82130980497bd403adaf5e441,100,0,3,0,0.0,100.0
0xf0b4fb521eee7561e746a2e01ef933c5a2225809,100,1,56,0,0.25,100.0
0xd62d06fa133098d07d156260028df6fd3253f539,100,0,3,0,0.0,100.0
0xad54d739ef647b3b29bb5043a16317bdc1ddc470,100,0,4,0,0.0,100.0
0xf2deee04cfa4119cb0c7a0f60960050a55a6c4b1,100,0,4,0,0.0,100.0
0x9c2dfd5acbcf22cb9a82eaaee95824faf5e1e035,100,0,18,0,0.0,100.0
0x93ff0ead0d16e72bc2943b094119710f77841e4f,100,0,5,0,0.0,100.0
0xc1852f917835a9f2f97112672bc5c8afd1f21dc3,100,1,113,0,0.8571428571428571,100.0
0x75a539db04dfcd914b7b2e985662e586c3da3ed4,100,0,11,0,0.0,100.0
0x23c1d8550966bf6a1fb04fce5dee74c8dd9eab33,100,0,15,0,0.0,100.0
0xb535ac19df533873c2c640df6cd644cfbf8b5d39,100,0,44,0,0.38461538461538464,100.0
0x30887fc55cbfad3487cb55bfe1779f6d2ba1c118,100,0,29,0,0.75,100.0
0xfcb6a30ef6f39edb1c3f8b5dcd5eade4efc2cb1e,100,0,8,0,0.0,100.0
0xc78ce4e51611ed720ec96bf584bf1b1658fd2379,100,0,8,0,0.0,100.0
0xeb97d37bb6cd268ddb25e67cfbb9b3f7468db46c,100,0,21,0,4.0,100.0
0x2c99d50eb4daa1d26b5ba0b1daab58cbfc0ac3e6,100,0,29,0,1.1666666666666667,100.0
0x16fcfef4ab01e3705e11b117528910af1f165d99,100,0,3,0,0.0,100.0
0x472dbf5a1b070f9efc2491cb3b98445e06599e21,100,0,29,0,0.42857142857142855,100.0
0x6c5d0d9eb1243903775ffdbc8f5d29b04ce3670d,100,0,14,0,0.0,100.0
0x23cc917f53ed08c028a9b60067d4de1d7db77f5a,100,0,13,0,0.0,100.0
0xfa6ce4657af871b5b758cb06a796f31e8f37e9e0,100,0,10,0,0.0,100.0
0x3660581fd4bce34ae6d9d29f619e9561564f20ea,100,0,10,0,2.0,100.0
0xa50c6ceff7d7977a530b7b66fcccbe5438405aa9,100,0,3,0,0.0,100.0
0xe864166688e95618920e32619753e23175f189ce,100,0,8,0,0.0,100.0
0x0d7c7bb9d42d6fe0008873e862fa03e646da0aef,100,0,7,0,0.0,100.0
